,DATE,HourlyWindSpeed,HourlyPrecipitation
9015,2011-10-13 23:27:00,5.0,0.16
9016,2011-10-13 23:48:00,5.0,0.16
9017,2011-10-13 23:51:00,9.0,0.16
9019,2011-10-14 00:49:00,0.0,0.85
9020,2011-10-14 00:51:00,6.0,0.85
9024,2011-10-14 01:44:00,3.0,0.05
9025,2011-10-14 01:51:00,3.0,0.05
9046,2011-10-14 15:22:00,9.0,0.01
9047,2011-10-14 15:44:00,5.0,0.1
9048,2011-10-14 15:51:00,5.0,0.1
9050,2011-10-14 17:51:00,6.0,0.02
9137,2011-10-18 07:51:00,3.0,0.01
9155,2011-10-19 04:51:00,8.0,0.01
9156,2011-10-19 05:00:00,5.0,0.02
9157,2011-10-19 05:51:00,7.0,0.13
9158,2011-10-19 06:02:00,8.0,0.01
9159,2011-10-19 06:51:00,10.0,0.07
9160,2011-10-19 07:07:00,8.0,0.02
9161,2011-10-19 07:14:00,10.0,0.03
9162,2011-10-19 07:51:00,15.0,0.04
9163,2011-10-19 08:51:00,11.0,0.12
9164,2011-10-19 09:03:00,10.0,0.02
9165,2011-10-19 09:51:00,16.0,0.13
9166,2011-10-19 10:21:00,17.0,0.07
9167,2011-10-19 10:51:00,11.0,0.08
9169,2011-10-19 12:15:00,17.0,0.02
9171,2011-10-19 13:51:00,19.0,0.01
9172,2011-10-19 14:51:00,9.0,0.01
9173,2011-10-19 15:51:00,21.0,0.02
9175,2011-10-19 17:51:00,7.0,0.02
9177,2011-10-19 20:04:00,14.0,0.01
9178,2011-10-19 23:51:00,7.0,0.06
9343,2011-10-27 02:51:00,5.0,0.01
9344,2011-10-27 03:38:00,0.0,0.05
9345,2011-10-27 03:51:00,3.0,0.07
9346,2011-10-27 04:25:00,3.0,0.03
9347,2011-10-27 04:51:00,3.0,0.03
9349,2011-10-27 05:29:00,0.0,0.01
9350,2011-10-27 05:51:00,5.0,0.02
9352,2011-10-27 06:47:00,3.0,0.01
9355,2011-10-27 07:27:00,5.0,0.03
9356,2011-10-27 07:35:00,6.0,0.04
9357,2011-10-27 07:43:00,6.0,0.07
9358,2011-10-27 07:51:00,6.0,0.09
9359,2011-10-27 08:21:00,0.0,0.01
9360,2011-10-27 08:51:00,3.0,0.02
9362,2011-10-27 09:42:00,10.0,0.03
9363,2011-10-27 09:51:00,5.0,0.03
9364,2011-10-27 10:08:00,13.0,0.01
9365,2011-10-27 10:16:00,7.0,0.01
9366,2011-10-27 10:43:00,7.0,0.01
9367,2011-10-27 10:51:00,7.0,0.01
9370,2011-10-27 11:51:00,8.0,0.01
9372,2011-10-27 12:43:00,7.0,0.05
9373,2011-10-27 12:47:00,6.0,0.05
9374,2011-10-27 12:51:00,3.0,0.06
9375,2011-10-27 13:36:00,8.0,0.02
9376,2011-10-27 13:51:00,6.0,0.02
9378,2011-10-27 14:37:00,11.0,0.01
9379,2011-10-27 14:51:00,9.0,0.02
9380,2011-10-27 15:11:00,10.0,0.03
9381,2011-10-27 15:18:00,6.0,0.03
9382,2011-10-27 15:33:00,8.0,0.04
9383,2011-10-27 15:51:00,11.0,0.06
9385,2011-10-27 16:21:00,8.0,0.01
9386,2011-10-27 16:32:00,8.0,0.01
9387,2011-10-27 16:51:00,7.0,0.02
9388,2011-10-27 17:00:00,9.0,0.01
9389,2011-10-27 17:27:00,9.0,0.05
9390,2011-10-27 17:51:00,7.0,0.1
9391,2011-10-27 18:51:00,10.0,0.05
9434,2011-10-29 06:51:00,9.0,0.01
9435,2011-10-29 07:10:00,11.0,0.01
9436,2011-10-29 07:51:00,10.0,0.04
9437,2011-10-29 08:51:00,9.0,0.01
9438,2011-10-29 09:36:00,11.0,0.06
9439,2011-10-29 09:47:00,11.0,0.09
9440,2011-10-29 09:51:00,18.0,0.1
9441,2011-10-29 10:09:00,9.0,0.06
9442,2011-10-29 10:17:00,13.0,0.08
9443,2011-10-29 10:22:00,15.0,0.1
9444,2011-10-29 10:36:00,9.0,0.14
9445,2011-10-29 10:51:00,11.0,0.19
9446,2011-10-29 11:51:00,7.0,0.24
9447,2011-10-29 12:51:00,9.0,0.19
9448,2011-10-29 13:51:00,11.0,0.19
9449,2011-10-29 14:03:00,13.0,0.02
9450,2011-10-29 14:31:00,8.0,0.13
9451,2011-10-29 14:51:00,10.0,0.23
9452,2011-10-29 15:08:00,7.0,0.05
9453,2011-10-29 15:51:00,8.0,0.14
9454,2011-10-29 16:51:00,11.0,0.13
9455,2011-10-29 17:26:00,6.0,0.07
9456,2011-10-29 17:51:00,3.0,0.12
9457,2011-10-29 18:10:00,6.0,0.04
9458,2011-10-29 18:51:00,6.0,0.13
9460,2011-10-29 19:14:00,7.0,0.02
9461,2011-10-29 19:51:00,11.0,0.04
9462,2011-10-29 20:00:00,6.0,0.01
9463,2011-10-29 20:06:00,7.0,0.02
9464,2011-10-29 20:28:00,9.0,0.05
9465,2011-10-29 20:51:00,8.0,0.07
9466,2011-10-29 21:26:00,11.0,0.02
9467,2011-10-29 21:51:00,9.0,0.05
9468,2011-10-29 22:36:00,6.0,0.06
9469,2011-10-29 22:51:00,6.0,0.08
9470,2011-10-29 23:29:00,6.0,0.02
9471,2011-10-29 23:36:00,7.0,0.03
9472,2011-10-29 23:51:00,6.0,0.04
9476,2011-10-30 00:51:00,3.0,0.01
9786,2011-11-10 23:23:00,5.0,0.01
9787,2011-11-10 23:51:00,8.0,0.02
9789,2011-11-11 00:21:00,7.0,0.01
9790,2011-11-11 00:51:00,8.0,0.02
9913,2011-11-16 03:51:00,0.0,0.01
9926,2011-11-16 11:51:00,0.0,0.01
9927,2011-11-16 12:27:00,3.0,0.02
9928,2011-11-16 12:34:00,0.0,0.03
9929,2011-11-16 12:41:00,0.0,0.03
9930,2011-11-16 12:51:00,0.0,0.03
9931,2011-11-16 13:20:00,0.0,0.07
9932,2011-11-16 13:36:00,7.0,0.09
9933,2011-11-16 13:51:00,3.0,0.11
9934,2011-11-16 14:51:00,6.0,0.11
9935,2011-11-16 15:18:00,6.0,0.06
9936,2011-11-16 15:30:00,0.0,0.09
9937,2011-11-16 15:44:00,3.0,0.09
9938,2011-11-16 15:51:00,7.0,0.09
9939,2011-11-16 16:04:00,5.0,0.03
9940,2011-11-16 16:28:00,0.0,0.12
9941,2011-11-16 16:51:00,6.0,0.14
9942,2011-11-16 17:51:00,7.0,0.02
9943,2011-11-16 18:00:00,3.0,0.01
9944,2011-11-16 18:20:00,6.0,0.08
9945,2011-11-16 18:28:00,0.0,0.11
9946,2011-11-16 18:51:00,8.0,0.13
9947,2011-11-16 19:51:00,6.0,0.03
9948,2011-11-16 20:03:00,0.0,0.01
9949,2011-11-16 20:25:00,0.0,0.02
9950,2011-11-16 20:51:00,3.0,0.03
9952,2011-11-16 22:51:00,3.0,0.01
9953,2011-11-16 23:51:00,5.0,0.01
9955,2011-11-17 00:51:00,0.0,0.01
9956,2011-11-17 01:51:00,5.0,0.01
9969,2011-11-17 13:24:00,7.0,0.02
9970,2011-11-17 13:31:00,6.0,0.03
9971,2011-11-17 13:51:00,9.0,0.05
10057,2011-11-21 01:51:00,5.0,0.02
10058,2011-11-21 02:51:00,0.0,0.04
10059,2011-11-21 03:51:00,0.0,0.05
10060,2011-11-21 04:51:00,6.0,0.01
10088,2011-11-22 03:14:00,5.0,0.01
10089,2011-11-22 03:41:00,0.0,0.01
10090,2011-11-22 03:51:00,0.0,0.01
10091,2011-11-22 04:23:00,0.0,0.01
10092,2011-11-22 04:51:00,0.0,0.03
10094,2011-11-22 05:51:00,3.0,0.01
10097,2011-11-22 06:51:00,7.0,0.01
10108,2011-11-22 15:51:00,7.0,0.08
10109,2011-11-22 16:23:00,9.0,0.05
10110,2011-11-22 16:51:00,7.0,0.08
10111,2011-11-22 17:14:00,7.0,0.03
10112,2011-11-22 17:51:00,9.0,0.07
10113,2011-11-22 18:06:00,11.0,0.02
10114,2011-11-22 18:28:00,11.0,0.06
10115,2011-11-22 18:51:00,10.0,0.1
10116,2011-11-22 19:00:00,10.0,0.01
10117,2011-11-22 19:21:00,9.0,0.06
10118,2011-11-22 19:51:00,8.0,0.15
10119,2011-11-22 20:39:00,6.0,0.11
10120,2011-11-22 20:51:00,14.0,0.15
10121,2011-11-22 21:04:00,7.0,0.06
10122,2011-11-22 21:47:00,13.0,0.19
10123,2011-11-22 21:51:00,13.0,0.2
10124,2011-11-22 22:10:00,11.0,0.04
10125,2011-11-22 22:21:00,9.0,0.07
10126,2011-11-22 22:47:00,14.0,0.12
10127,2011-11-22 22:51:00,15.0,0.13
10128,2011-11-22 23:51:00,11.0,0.13
10130,2011-11-23 00:20:00,10.0,0.07
10131,2011-11-23 00:29:00,11.0,0.08
10132,2011-11-23 00:51:00,11.0,0.11
10133,2011-11-23 01:51:00,11.0,0.04
10134,2011-11-23 02:00:00,11.0,0.04
10135,2011-11-23 02:06:00,10.0,0.05
10136,2011-11-23 02:51:00,14.0,0.05
10138,2011-11-23 03:37:00,0.0,0.01
10139,2011-11-23 03:51:00,5.0,0.01
10142,2011-11-23 04:51:00,0.0,0.01
10143,2011-11-23 05:00:00,5.0,0.01
10144,2011-11-23 05:24:00,10.0,0.1
10145,2011-11-23 05:31:00,8.0,0.12
10146,2011-11-23 05:36:00,6.0,0.12
10147,2011-11-23 05:51:00,3.0,0.13
10148,2011-11-23 06:14:00,3.0,0.01
10149,2011-11-23 06:41:00,0.0,0.02
10150,2011-11-23 06:51:00,0.0,0.02
10151,2011-11-23 07:11:00,0.0,0.01
10152,2011-11-23 07:39:00,6.0,0.01
10153,2011-11-23 07:46:00,3.0,0.01
10159,2011-11-23 12:29:00,5.0,0.08
10160,2011-11-23 12:51:00,3.0,0.08
10161,2011-11-23 13:51:00,6.0,0.01
10315,2011-11-29 10:47:00,5.0,0.1
10316,2011-11-29 10:51:00,5.0,0.1
10324,2011-11-29 15:27:00,15.0,0.03
10325,2011-11-29 15:34:00,8.0,0.03
10326,2011-11-29 15:48:00,13.0,0.03
10327,2011-11-29 15:51:00,9.0,0.04
10328,2011-11-29 16:06:00,6.0,0.02
10329,2011-11-29 16:17:00,10.0,0.1
10330,2011-11-29 16:25:00,8.0,0.11
10331,2011-11-29 16:51:00,11.0,0.12
10332,2011-11-29 17:51:00,7.0,0.06
10333,2011-11-29 18:51:00,9.0,0.01
10335,2011-11-29 19:38:00,5.0,0.01
10336,2011-11-29 19:51:00,8.0,0.03
10339,2011-11-29 20:51:00,13.0,0.01
10340,2011-11-29 21:51:00,6.0,0.03
10341,2011-11-29 22:51:00,6.0,0.06
10342,2011-11-29 23:20:00,9.0,0.01
10343,2011-11-29 23:51:00,8.0,0.01
10539,2011-12-06 13:43:00,8.0,0.02
10540,2011-12-06 13:51:00,7.0,0.02
10542,2011-12-06 14:13:00,5.0,0.01
10543,2011-12-06 14:20:00,7.0,0.02
10544,2011-12-06 14:27:00,5.0,0.03
10545,2011-12-06 14:34:00,5.0,0.03
10546,2011-12-06 14:41:00,0.0,0.03
10547,2011-12-06 14:51:00,0.0,0.03
10549,2011-12-06 15:51:00,7.0,0.02
10550,2011-12-06 16:51:00,3.0,0.01
10551,2011-12-06 17:37:00,5.0,0.02
10552,2011-12-06 17:51:00,11.0,0.03
10554,2011-12-06 18:51:00,9.0,0.01
10555,2011-12-06 19:51:00,11.0,0.03
10558,2011-12-06 22:39:00,5.0,0.01
10559,2011-12-06 22:51:00,6.0,0.02
10560,2011-12-06 23:23:00,8.0,0.01
10561,2011-12-06 23:51:00,8.0,0.01
10570,2011-12-07 03:25:00,5.0,0.01
10571,2011-12-07 03:30:00,6.0,0.01
10572,2011-12-07 03:44:00,6.0,0.02
10573,2011-12-07 03:51:00,0.0,0.02
10580,2011-12-07 05:34:00,0.0,0.01
10581,2011-12-07 05:51:00,3.0,0.01
10583,2011-12-07 06:31:00,0.0,0.01
10584,2011-12-07 06:46:00,0.0,0.01
10585,2011-12-07 06:51:00,3.0,0.01
10586,2011-12-07 07:05:00,0.0,0.01
10587,2011-12-07 07:17:00,0.0,0.01
10588,2011-12-07 07:25:00,6.0,0.01
10589,2011-12-07 07:39:00,5.0,0.01
10590,2011-12-07 07:51:00,3.0,0.01
10592,2011-12-07 09:32:00,0.0,0.03
10593,2011-12-07 09:51:00,0.0,0.07
10594,2011-12-07 09:54:00,0.0,0.01
10595,2011-12-07 10:36:00,3.0,0.03
10596,2011-12-07 10:51:00,5.0,0.03
10597,2011-12-07 11:32:00,5.0,0.01
10598,2011-12-07 11:41:00,3.0,0.04
10599,2011-12-07 11:48:00,0.0,0.05
10600,2011-12-07 11:51:00,0.0,0.06
10601,2011-12-07 12:05:00,7.0,0.04
10602,2011-12-07 12:12:00,0.0,0.04
10603,2011-12-07 12:25:00,0.0,0.06
10604,2011-12-07 12:32:00,0.0,0.07
10605,2011-12-07 12:51:00,0.0,0.07
10606,2011-12-07 13:51:00,0.0,0.02
10608,2011-12-07 15:19:00,6.0,0.02
10609,2011-12-07 15:36:00,0.0,0.05
10610,2011-12-07 15:51:00,6.0,0.08
10611,2011-12-07 15:58:00,6.0,0.01
10612,2011-12-07 16:34:00,3.0,0.08
10613,2011-12-07 16:41:00,3.0,0.09
10614,2011-12-07 16:51:00,5.0,0.12
10615,2011-12-07 17:10:00,5.0,0.03
10616,2011-12-07 17:51:00,5.0,0.12
10617,2011-12-07 18:51:00,3.0,0.03
10618,2011-12-07 19:12:00,0.0,0.03
10619,2011-12-07 19:51:00,6.0,0.11
10620,2011-12-07 20:00:00,6.0,0.02
10621,2011-12-07 20:24:00,9.0,0.09
10622,2011-12-07 20:51:00,6.0,0.14
10623,2011-12-07 21:21:00,8.0,0.05
10624,2011-12-07 21:48:00,6.0,0.27
10625,2011-12-07 21:51:00,6.0,0.28
10626,2011-12-07 21:59:00,9.0,0.04
10627,2011-12-07 22:31:00,9.0,0.25
10628,2011-12-07 22:41:00,16.0,0.26
10630,2011-12-07 23:19:00,11.0,0.07
10631,2011-12-07 23:28:00,10.0,0.09
10632,2011-12-07 23:43:00,10.0,0.13
10633,2011-12-07 23:51:00,14.0,0.17
10635,2011-12-08 00:03:00,9.0,0.03
10636,2011-12-08 00:14:00,5.0,0.04
10637,2011-12-08 00:51:00,5.0,0.06
10639,2011-12-08 01:51:00,22.0,0.08
10640,2011-12-08 02:51:00,10.0,0.04
11008,2011-12-20 19:51:00,3.0,0.01
11042,2011-12-21 16:51:00,3.0,0.01
11050,2011-12-21 22:26:00,24.0,0.05
11051,2011-12-21 22:33:00,16.0,0.07
11052,2011-12-21 22:41:00,6.0,0.08
11053,2011-12-21 22:51:00,13.0,0.09
11054,2011-12-21 23:51:00,8.0,0.01
11079,2011-12-22 23:51:00,3.0,0.05
11081,2011-12-23 00:51:00,0.0,0.04
11082,2011-12-23 01:03:00,0.0,0.05
11083,2011-12-23 01:14:00,0.0,0.1
11084,2011-12-23 01:22:00,5.0,0.13
11085,2011-12-23 01:29:00,6.0,0.14
11086,2011-12-23 01:51:00,0.0,0.18
11087,2011-12-23 02:01:00,9.0,0.04
11088,2011-12-23 02:43:00,3.0,0.21
11089,2011-12-23 02:51:00,3.0,0.24
11090,2011-12-23 03:20:00,0.0,0.15
11091,2011-12-23 03:31:00,3.0,0.19
11092,2011-12-23 03:40:00,5.0,0.21
11093,2011-12-23 03:51:00,5.0,0.21
11094,2011-12-23 04:14:00,3.0,0.05
11095,2011-12-23 04:22:00,3.0,0.05
11096,2011-12-23 04:51:00,5.0,0.08
11097,2011-12-23 05:04:00,8.0,0.01
11098,2011-12-23 05:51:00,3.0,0.01
11213,2011-12-27 14:51:00,5.0,0.01
11214,2011-12-27 15:23:00,6.0,0.04
11215,2011-12-27 15:31:00,7.0,0.05
11216,2011-12-27 15:51:00,11.0,0.08
11217,2011-12-27 15:59:00,10.0,0.01
11218,2011-12-27 16:18:00,8.0,0.05
11219,2011-12-27 16:51:00,13.0,0.08
11220,2011-12-27 17:31:00,11.0,0.07
11221,2011-12-27 17:51:00,16.0,0.18
11222,2011-12-27 18:51:00,11.0,0.37
11223,2011-12-27 19:00:00,11.0,0.02
11224,2011-12-27 19:21:00,21.0,0.07
11225,2011-12-27 19:36:00,18.0,0.1
11226,2011-12-27 19:51:00,16.0,0.12
11227,2011-12-27 20:09:00,11.0,0.04
11228,2011-12-27 20:23:00,16.0,0.14
11229,2011-12-27 20:36:00,10.0,0.14
11230,2011-12-27 20:51:00,6.0,0.15
11231,2011-12-27 21:00:00,11.0,0.02
11232,2011-12-27 21:16:00,8.0,0.02
11233,2011-12-27 21:51:00,10.0,0.03
11321,2011-12-31 12:51:00,9.0,0.01
24,2012-01-01 18:51:00,3.0,0.01
26,2012-01-01 20:51:00,9.0,0.04
271,2012-01-11 22:47:00,8.0,0.01
272,2012-01-11 22:51:00,9.0,0.01
273,2012-01-11 23:51:00,10.0,0.05
275,2012-01-12 00:35:00,13.0,0.08
276,2012-01-12 00:51:00,10.0,0.1
277,2012-01-12 01:51:00,13.0,0.11
278,2012-01-12 02:51:00,9.0,0.09
279,2012-01-12 03:46:00,10.0,0.15
280,2012-01-12 03:58:00,6.0,0.04
281,2012-01-12 04:13:00,11.0,0.08
282,2012-01-12 04:18:00,11.0,0.1
283,2012-01-12 04:51:00,11.0,0.13
284,2012-01-12 05:05:00,6.0,0.01
285,2012-01-12 05:14:00,0.0,0.05
286,2012-01-12 05:28:00,0.0,0.09
287,2012-01-12 05:44:00,0.0,0.12
288,2012-01-12 05:51:00,3.0,0.14
289,2012-01-12 06:30:00,26.0,0.15
290,2012-01-12 06:51:00,25.0,0.17
291,2012-01-12 07:03:00,15.0,0.04
292,2012-01-12 07:15:00,26.0,0.09
293,2012-01-12 07:21:00,0.0,0.11
294,2012-01-12 07:42:00,23.0,0.16
295,2012-01-12 07:51:00,30.0,0.21
296,2012-01-12 08:00:00,0.0,0.03
297,2012-01-12 08:15:00,0.0,0.07
298,2012-01-12 08:51:00,0.0,0.07
299,2012-01-12 09:05:00,19.0,0.05
300,2012-01-12 09:17:00,16.0,0.16
301,2012-01-12 09:27:00,22.0,0.19
302,2012-01-12 09:34:00,28.0,0.19
303,2012-01-12 09:51:00,16.0,0.19
305,2012-01-12 11:44:00,13.0,0.01
306,2012-01-12 11:51:00,13.0,0.01
307,2012-01-12 12:00:00,11.0,0.01
308,2012-01-12 12:44:00,8.0,0.02
309,2012-01-12 12:51:00,7.0,0.02
328,2012-01-13 01:28:00,5.0,0.03
329,2012-01-13 01:36:00,7.0,0.08
330,2012-01-13 01:47:00,0.0,0.09
331,2012-01-13 01:51:00,3.0,0.09
433,2012-01-16 22:51:00,6.0,0.02
434,2012-01-16 23:51:00,7.0,0.01
436,2012-01-17 00:51:00,9.0,0.02
437,2012-01-17 01:51:00,9.0,0.02
445,2012-01-17 05:51:00,7.0,0.01
452,2012-01-17 11:51:00,10.0,0.02
453,2012-01-17 12:51:00,7.0,0.06
454,2012-01-17 13:09:00,5.0,0.01
455,2012-01-17 13:25:00,5.0,0.02
456,2012-01-17 13:51:00,5.0,0.03
458,2012-01-17 14:51:00,7.0,0.02
459,2012-01-17 15:00:00,10.0,0.01
460,2012-01-17 15:08:00,3.0,0.01
461,2012-01-17 15:15:00,9.0,0.01
462,2012-01-17 15:51:00,3.0,0.02
548,2012-01-21 03:33:00,10.0,0.01
549,2012-01-21 03:42:00,10.0,0.01
550,2012-01-21 03:51:00,14.0,0.02
552,2012-01-21 04:11:00,8.0,0.01
553,2012-01-21 04:51:00,9.0,0.04
554,2012-01-21 05:51:00,11.0,0.02
555,2012-01-21 06:42:00,11.0,0.03
556,2012-01-21 06:51:00,15.0,0.03
557,2012-01-21 07:21:00,13.0,0.01
558,2012-01-21 07:37:00,10.0,0.02
559,2012-01-21 07:51:00,10.0,0.03
560,2012-01-21 08:05:00,13.0,0.01
561,2012-01-21 08:17:00,10.0,0.02
562,2012-01-21 08:34:00,11.0,0.04
563,2012-01-21 08:51:00,14.0,0.06
564,2012-01-21 09:25:00,7.0,0.04
565,2012-01-21 09:51:00,13.0,0.05
566,2012-01-21 10:08:00,15.0,0.01
567,2012-01-21 10:19:00,14.0,0.02
568,2012-01-21 10:30:00,14.0,0.02
569,2012-01-21 10:40:00,14.0,0.03
570,2012-01-21 10:51:00,13.0,0.04
571,2012-01-21 11:18:00,13.0,0.04
572,2012-01-21 11:33:00,11.0,0.06
573,2012-01-21 11:42:00,9.0,0.06
574,2012-01-21 11:51:00,13.0,0.07
575,2012-01-21 12:51:00,9.0,0.02
576,2012-01-21 13:51:00,14.0,0.01
634,2012-01-23 10:30:00,6.0,0.01
635,2012-01-23 10:39:00,5.0,0.02
636,2012-01-23 10:51:00,6.0,0.02
640,2012-01-23 12:01:00,6.0,0.01
641,2012-01-23 12:51:00,6.0,0.01
645,2012-01-23 14:51:00,3.0,0.01
649,2012-01-23 16:26:00,7.0,0.01
650,2012-01-23 16:33:00,5.0,0.03
651,2012-01-23 16:47:00,7.0,0.08
652,2012-01-23 17:02:00,8.0,0.06
653,2012-01-23 17:30:00,7.0,0.14
654,2012-01-23 17:35:00,9.0,0.14
655,2012-01-23 17:39:00,10.0,0.14
656,2012-01-23 17:47:00,8.0,0.16
657,2012-01-23 17:51:00,10.0,0.16
658,2012-01-23 18:03:00,9.0,0.01
659,2012-01-23 18:26:00,10.0,0.04
660,2012-01-23 18:51:00,7.0,0.05
661,2012-01-23 19:40:00,13.0,0.01
662,2012-01-23 19:51:00,11.0,0.01
663,2012-01-23 20:14:00,11.0,0.01
664,2012-01-23 20:51:00,10.0,0.03
726,2012-01-26 03:51:00,5.0,0.02
738,2012-01-26 14:51:00,8.0,0.01
740,2012-01-26 16:30:00,7.0,0.01
741,2012-01-26 16:51:00,5.0,0.01
742,2012-01-26 17:51:00,6.0,0.01
744,2012-01-26 19:14:00,6.0,0.01
745,2012-01-26 19:51:00,6.0,0.03
746,2012-01-26 20:51:00,3.0,0.03
749,2012-01-26 21:51:00,6.0,0.01
750,2012-01-26 22:51:00,6.0,0.04
751,2012-01-26 23:13:00,8.0,0.02
752,2012-01-26 23:24:00,7.0,0.02
753,2012-01-26 23:51:00,0.0,0.02
774,2012-01-27 07:51:00,8.0,0.07
775,2012-01-27 08:02:00,9.0,0.01
776,2012-01-27 08:27:00,10.0,0.04
777,2012-01-27 08:51:00,8.0,0.05
778,2012-01-27 09:09:00,10.0,0.05
779,2012-01-27 09:21:00,9.0,0.05
780,2012-01-27 09:51:00,8.0,0.05
781,2012-01-27 10:27:00,8.0,0.04
782,2012-01-27 10:43:00,6.0,0.12
783,2012-01-27 10:51:00,5.0,0.25
784,2012-01-27 11:00:00,3.0,0.01
785,2012-01-27 11:51:00,3.0,0.04
787,2012-01-27 12:15:00,0.0,0.01
788,2012-01-27 12:51:00,6.0,0.01
829,2012-02-01 06:51:00,9.0,0.02
830,2012-02-01 07:51:00,9.0,0.01
1018,2012-02-08 21:44:00,0.0,0.01
1019,2012-02-08 21:51:00,0.0,0.01
1084,2012-02-11 03:09:00,0.0,0.01
1085,2012-02-11 03:28:00,3.0,0.01
1086,2012-02-11 03:40:00,0.0,0.01
1087,2012-02-11 03:48:00,5.0,0.01
1088,2012-02-11 03:51:00,3.0,0.01
1090,2012-02-11 04:51:00,3.0,0.03
1092,2012-02-11 06:51:00,0.0,0.02
1098,2012-02-11 09:01:00,7.0,0.01
1099,2012-02-11 09:51:00,0.0,0.01
1101,2012-02-11 10:51:00,0.0,0.01
1190,2012-02-14 21:51:00,8.0,0.02
1203,2012-02-15 09:51:00,0.0,0.01
1235,2012-02-16 12:22:00,3.0,0.02
1236,2012-02-16 12:44:00,6.0,0.03
1237,2012-02-16 12:51:00,3.0,0.04
1238,2012-02-16 13:27:00,8.0,0.02
1239,2012-02-16 13:51:00,7.0,0.04
1240,2012-02-16 14:10:00,6.0,0.01
1241,2012-02-16 14:51:00,3.0,0.02
1243,2012-02-16 16:02:00,7.0,0.01
1244,2012-02-16 16:35:00,6.0,0.01
1245,2012-02-16 16:51:00,6.0,0.01
1247,2012-02-16 18:51:00,6.0,0.01
1248,2012-02-16 19:33:00,8.0,0.02
1249,2012-02-16 19:51:00,6.0,0.02
1250,2012-02-16 20:17:00,6.0,0.01
1251,2012-02-16 20:51:00,5.0,0.03
1252,2012-02-16 21:51:00,5.0,0.02
1263,2012-02-17 03:40:00,6.0,0.01
1264,2012-02-17 03:47:00,0.0,0.02
1265,2012-02-17 03:51:00,6.0,0.02
1268,2012-02-17 06:51:00,6.0,0.01
1311,2012-02-18 19:34:00,6.0,0.02
1312,2012-02-18 19:51:00,7.0,0.02
1441,2012-02-24 03:51:00,13.0,0.05
1442,2012-02-24 04:41:00,9.0,0.04
1443,2012-02-24 04:51:00,7.0,0.04
1445,2012-02-24 05:14:00,15.0,0.04
1446,2012-02-24 05:35:00,11.0,0.15
1447,2012-02-24 05:44:00,11.0,0.18
1448,2012-02-24 05:51:00,9.0,0.19
1449,2012-02-24 06:51:00,9.0,0.01
1455,2012-02-24 09:34:00,7.0,0.02
1456,2012-02-24 09:51:00,8.0,0.03
1457,2012-02-24 10:51:00,9.0,0.01
1478,2012-02-24 17:37:00,9.0,0.08
1479,2012-02-24 17:51:00,9.0,0.1
1480,2012-02-24 18:51:00,3.0,0.07
1481,2012-02-24 19:17:00,14.0,0.06
1482,2012-02-24 19:41:00,5.0,0.08
1483,2012-02-24 19:51:00,0.0,0.09
1484,2012-02-24 20:51:00,5.0,0.01
1582,2012-02-29 11:51:00,7.0,0.02
1583,2012-02-29 12:15:00,7.0,0.02
1584,2012-02-29 12:51:00,5.0,0.07
1585,2012-02-29 13:06:00,13.0,0.03
1586,2012-02-29 13:15:00,10.0,0.05
1587,2012-02-29 13:24:00,9.0,0.06
1588,2012-02-29 13:51:00,3.0,0.07
1589,2012-02-29 14:21:00,0.0,0.01
1590,2012-02-29 14:33:00,0.0,0.04
1591,2012-02-29 14:48:00,0.0,0.07
1592,2012-02-29 14:51:00,0.0,0.07
1593,2012-02-29 15:05:00,0.0,0.02
1594,2012-02-29 15:25:00,0.0,0.05
1595,2012-02-29 15:33:00,0.0,0.06
1596,2012-02-29 15:39:00,0.0,0.06
1597,2012-02-29 15:51:00,0.0,0.06
1598,2012-02-29 16:07:00,0.0,0.01
1599,2012-02-29 16:27:00,0.0,0.03
1600,2012-02-29 16:51:00,0.0,0.03
1602,2012-02-29 17:51:00,0.0,0.01
1603,2012-02-29 18:51:00,0.0,0.01
1608,2012-02-29 22:39:00,0.0,0.01
1609,2012-02-29 22:51:00,0.0,0.02
1614,2012-03-01 00:51:00,0.0,0.06
1618,2012-03-01 02:51:00,0.0,0.02
1619,2012-03-01 03:00:00,0.0,0.01
1620,2012-03-01 03:51:00,0.0,0.02
1622,2012-03-01 05:51:00,0.0,0.01
1628,2012-03-01 09:42:00,0.0,0.01
1629,2012-03-01 09:51:00,0.0,0.01
1630,2012-03-01 10:51:00,0.0,0.01
1674,2012-03-02 22:51:00,10.0,0.05
1675,2012-03-02 23:03:00,6.0,0.01
1676,2012-03-02 23:51:00,8.0,0.04
1678,2012-03-03 00:20:00,15.0,0.06
1679,2012-03-03 00:28:00,11.0,0.07
1680,2012-03-03 00:51:00,7.0,0.07
1681,2012-03-03 01:51:00,7.0,0.01
1688,2012-03-03 09:08:00,0.0,0.01
1689,2012-03-03 09:27:00,0.0,0.02
1690,2012-03-03 09:51:00,0.0,0.03
1691,2012-03-03 10:13:00,0.0,0.01
1692,2012-03-03 10:51:00,0.0,0.02
1821,2012-03-09 01:51:00,11.0,0.02
1910,2012-03-13 03:51:00,3.0,0.03
1911,2012-03-13 04:51:00,0.0,0.01
1981,2012-03-16 04:51:00,5.0,0.02
1990,2012-03-16 10:01:00,5.0,0.01
1991,2012-03-16 10:51:00,0.0,0.01
